,Emotion,URLs,color
1785,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdDQhnJCCJYBLkXjH23JcNsuPdMp9ev7ZLNfrwdez3oRZJcJsxMVhGhuSzEoI&s,"(50, 157, 156)"
1786,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3es3dd1POrm_ibrU90yLB8xRUfBZ1OMl-UKgi-H8SFN3BCoW0QWOpxoFZSw&s,"(229, 228, 228)"
1787,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8RpNaHcofuLYOf00agDAc4NTWxH2BchB3VMJ4IPC8UJyvGm_fgQtaW4Gu5w&s,"(222, 246, 234)"
1788,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoDD-7xI2MCSZAGoJ1T9IM25pePmpV_03cW_Xs8lRTBAllXGXg50K7XzjcgRQ&s,"(47, 47, 69)"
1789,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSECUzUWIcyX6zQgWlcLiXpft67IexE8DN26WKqbhsZwawn9okVOCNQ_4XEaQ&s,"(208, 204, 204)"
1790,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQd2vgIYZYmLcLYkGDw3tLFUvbSl5u9FpEX88cizUba_r7Iiz-k68OFOxSYqw&s,"(186, 177, 166)"
1791,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFh8hOOWEa7VGfxpO-CSBqOv9LL-CUTYiU3KXOJVdvwUc9OToihVwL7ismWgU&s,"(215, 216, 221)"
1792,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzq-iPG0mNSltAif_-GgPKWDgTZLLM5aXo_mS84OD2TjeKGRobYrAizRzcJIs&s,"(193, 191, 189)"
1793,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQo8VzlpMw0bLvhscmS-sVbmi6E7phIFkS4VR9sAMTEv054kWOaXMrHLrPSMg&s,"(239, 202, 189)"
1794,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzsNu3npqdEPNXHwKne7MUoWSFEzFdny-HvLATR12OZZTqeVtTJ2n1UgO0Gf0&s,"(14, 66, 69)"
1795,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxkfE9QHXOdNC4cqlzsbQDKR-88OSapJGgWJTzOX8pQiOnq5724O9_db6yig&s,"(173, 199, 187)"
1796,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfVs_zji7IeIhndYXIBy8zgCh6CcobDORDwvr14kfPBu9nLei81ouAIKfK2oY&s,"(208, 195, 195)"
1797,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQObk18qiJKk-h5jlhODnmh4-EAzcnZ99iD6kM4obtWda854ni9T0LRy4MtbA&s,"(214, 207, 209)"
1798,disgruntled,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHWCyO1UtGoDtXcp7V3sltOD0oyPGTLOq3fHj0nL7ryaiHNyj6INDxWEBrYJI&s,"(217, 200, 249)"
1799,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-_-8gNZWwGBl7TnFFI01DQ7z0cGqF_3qfI60Bnq3VrwqtTa0CCwfZFCE8hw&s,"(218, 158, 196)"
1800,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzFDGOcJklKfXogSb6_UZ9rJNKQsQM2G8I_bXtvWlcEXg2zZvgHGapNay9WwE&s,"(228, 204, 214)"
1801,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR04xXbcFFDukE4nNlbOoIXwtiR9V4smC1dfO3Qu1B67iDYzkTirHQmvDY2kR0&s,"(217, 158, 166)"
1802,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpCdTTpjl2zhmZ_KC6mI_t6fSO_6GxVd5hYB3H0_nF18Fi4kogLkrG4ISAKg&s,"(49, 30, 41)"
1803,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1VZ8Txik72if5U638W37LJOOKcnPll1B5aEpYkbNcQSU4pykEgVp29OMGkhs&s,"(64, 81, 115)"
1804,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7vGrBDC1NJbQrSE_MMf5wX_TQ-5rRIgvWiEB4CI3cswY3gqdEan900G5CBWQ&s,"(219, 222, 223)"
1805,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSDjuTCcDzcfyBtL5_02nbtYC57_L_ej3PNOBQVrlc9eJX8_Riq_pIOMDBwA&s,"(130, 78, 52)"
1806,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJgU1G3fAQb8ajdffJlPG8p1eo4T1DFt09C-G0iLMjKpCnmNWrLbbMva-kac8&s,"(216, 176, 166)"
1807,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKafxCg8_ryZEA5JZ5LeNjRBL96VNkCqvPhn9cOnh8-fbtL4CHu1JYmrxySws&s,"(222, 198, 118)"
1808,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK43BrmIq7iBTSyq86EwR1_G9mIJ1CzgiAjKFase--cV_rNKfYDlXu2cxjyw&s,"(205, 200, 195)"
1809,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbaNlyiCSTqMEVREynMbhVsvi_AZsC_jl0BPQUavOdH1tzwKll-OdjS0nYX8E&s,"(83, 88, 51)"
1810,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQb1ZQoNkFpxEybLIudhV5cQlYqrD6EdD4te4zyLZw8nW1inK9B1eYx9qNpQw&s,"(219, 223, 219)"
1811,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4u5ypih4kZGvpAk_eucYdLS3ZsHEdFQizDGnUOIh2CyhHiF11Ub67k2rrgg&s,"(215, 169, 146)"
1812,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIiKhdRHKFEa9gJcQoqlxpvXwcrd8A6XPcsW98y67958Xh8J4mr8MH2HhXLQ&s,"(216, 227, 182)"
1813,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtd_q1uI4NOHyB7BCOAlcH3EiNIF70wfzk1mU6EIx0g4XdImefNtvqgbXcDg&s,"(58, 51, 61)"
1814,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfgIZbaLljM_WMVH-julCGtvo9rn5a5YFe2qYwRpZjQdvE3NJDMUfl0IXx8mc&s,"(195, 193, 185)"
1815,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqBmKBwV1xpgmNqiSvHGx9RF5zcpYDSZIA0PkNVK1cm32NJkjhVVDMm2gj8A&s,"(168, 136, 84)"
1816,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTintEjj7Je3SmZzoCmfqyzeEaYLaMKwlGQMSX6wyF92pYW_24wcxDhC_DazQ&s,"(52, 44, 53)"
1817,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-nTk5VKUlT7L5BFpjJ5OJYN0cWvpUVrbh_FLP7mj6fV2sZmYOaD9ZtOf2z5c&s,"(230, 58, 49)"
1818,cowardly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHlC0Jrwme2BGg-xZ9q2Dk7U2WwH36x1gL0qkksRa39pUfyikD6Kba5iLBJmQ&s,"(217, 164, 174)"
1819,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkDg3gRcJ3s2uKOyA3SWgw3VDlMTLJTv5niYlnUHEdC33ahU8pq4-awV3pEg&s,"(117, 164, 236)"
1820,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2z2ldY5VWrJ4XhddbcZpnDxhtqLCa6MSed9WDe2e9azc0dHqaPQB3v2m5rA&s,"(71, 106, 18)"
1821,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbHpdAC3kqjYOj5-43OQQXZk6da1kFiH8Vx5ad9Ahc7USVA8_5cfIoiVNDKQ&s,"(97, 158, 229)"
1822,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpXQ4qxLrXSKPmhOy1Zc1eq0Hg5W6OnNnwNmvG0EOwy9SVInqwr0cjqWqxOg&s,"(147, 194, 237)"
1823,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKefX6wClzFOYUZvAL5lSULDTM1TGV1i7jfF7iaVIAXIX1wIDRILUit_OezA&s,"(33, 44, 16)"
1824,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcXUEgfjsYW3-9M2VMucQUEzAZKiPu3Py-uPt_gNRFKxs0wzu0BN-pNbXcMw&s,"(115, 180, 220)"
1825,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhkqQK9ia4T5LCwVFlfgj32piQsxAB3xFx2B7HoPxL_DVmSWTI7geAaDejVg&s,"(88, 98, 94)"
1826,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtRKGlBIAD_a_psA9x8N2R-CQI92UvNY5cO8tLOXCNN1UtyIyQxat9CUNdC4k&s,"(155, 214, 227)"
1827,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMjvi4HxA7Y8rdzh8aHHFhojI0BWxBuHVG1kSeYo7at4KfdIz82OsD903cow&s,"(74, 140, 230)"
1828,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-oTolwxU9kSpUKt2yKU9Fy2aN288xlh0PThIReP06gV3vH7Q03Qir9nZ1hw8&s,"(48, 12, 15)"
1829,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYyeGLyrHCeUJ5E01ZvXjbsaWIjSqiXoNBR33e4-WjtolRFsWikhTa23iJXQ&s,"(73, 98, 26)"
1830,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT7znOTG3H5eFT44a2ValrDbLH8_RkkEJtZzJniusJl4XBh5u_VWAW9LwhJg&s,"(129, 173, 230)"
1831,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrHsHDmw8rQOJe4UjtmfOigz4Fvx4JUFIiNU75dBRCHdzzGBYiDrmHb9oro34&s,"(82, 127, 182)"
1832,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7-EtLVBItGNaV-6Sawlfdu_IHoIWbjJ1JfCCwzn-aTJInngg7d3dhCtnB2cs&s,"(44, 41, 41)"
1833,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR94QgGmk6bPMCn0EMMwKUln2mNVqm056yai43PiQ461dxx7eqK6S6bA_2YGPk&s,"(115, 212, 228)"
1834,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSO1WfnScNlWEe16zCH-etydwvacDu4l4fPnYfJgeSiwtK8m3B18oIQqgrD7w&s,"(214, 218, 236)"
1835,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9U_dhH0DngrpMRkX5njfQi9qbXoGfXWiZvkceTPqDsgXMDiZ713T7C0uCZw&s,"(60, 45, 50)"
1836,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-9fxXimowOgsleaeAcuzr2108l4klyJ5-NdhwfUvT4GalPSHZaaBSg8hydg&s,"(150, 219, 239)"
1837,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNuck2SlJ7z4huah-Az4PdIHacBmKLpYs2ZvBcmjZumF1pgx1t_zYlJTiiaQ&s,"(204, 202, 199)"
1838,bliss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ12-kX4oN9_8nN_qwUG7T2uKKiB0_voSQ49vo_cbJyZJpcnxP3ZtZncLT5eWM&s,"(56, 22, 139)"
1839,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZtYhP0dthTIg6Z8ykM7-m0xdU3oRWOU6UypdgPVMyB06jMen_YEAD6bxTZnA&s,"(237, 211, 195)"
1840,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSidAwJAyzFz048zrQmyr6I6pSRNoc4LhSH6P2PY87Tr9GDm0AEVCRvCg8RK8Y&s,"(195, 71, 41)"
1841,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvLwx9adE9W-_cHa29PV4d5vZb4s68CWKNTj3s3yzkblngX6wja8c_-kv6Tg&s,"(219, 210, 204)"
1842,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnJj7aKEl9-IJEAlHH_mFAP0F9R7MB7Bwib79umaKBovCJrZOMC9ouAXqOVgA&s,"(59, 54, 52)"
1843,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmvbaTE6YmKNmB3tf4cpfiZ1QJxh060rMMR60R8bh_cGGXy2tzZfYTDqyVxg&s,"(51, 76, 98)"
1844,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9lq165_qT7yLKZFo2BS_r5ee1YZ4XbRadS2HGTvr-aSa7uCrQoa9sIwq_7w&s,"(30, 115, 138)"
1845,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjl8VgPQFUavlZViGh11V6BJUpANsi-LhYIIs4C9pO0ynW8GSCyakTVnj9bw&s,"(205, 190, 177)"
1846,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTD7o8FM6_lwDk72CKhqhEBEokyP59S8moHlFjmV4zsGv5DWZchKXiAPiUmTDQ&s,"(225, 218, 221)"
1847,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm9WNpA3VctMcK6t_apTv84DbbweHLk_2syj2I6aQhKZunIoFPvG1N8fKNN9o&s,"(208, 192, 184)"
1848,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS48YDB6lnUIXmsK5D_5Z9GJl6KaB9_J-_olY4e6epWVHcYV7oByxmvoAQREMA&s,"(193, 158, 139)"
1849,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSu0Ftq_obmIbN5m5ooe6DexVKQrqCMsuBaXLygrCThrc1v_ZIQ3n1DBZI_tQ&s,"(242, 241, 242)"
1850,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuEz8kKGSKoDStzYxlPY1w2moUK9hf-eUTlA8Ty3p0QuUivdICDYGM6vPidw&s,"(60, 70, 76)"
1851,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoLs1FlIEiroc5qjquLplL85wMFp-tKcJpKXNkcD7p4Y8tAIUPS9XEFJZ7MkA&s,"(41, 148, 178)"
1852,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKbFYF1AnxYz43r3hdgU-LFNGLHHvBVehrEVA5YKnBgnuXn__Y7ZYOP9fwmdE&s,"(237, 233, 230)"
1853,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyA9d5G7V1YG25JGtn1nNFw6RS4JlIln2PDr2deLZ2o77CDaxhXuiOLpVlZA&s,"(71, 48, 22)"
1854,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNR8kiOCpp1NJiTyMmBxrK21KUCgNoQPqKmYQPqfBmZOPX6bxBL3kqOFJo3e8&s,"(193, 186, 177)"
1855,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMbhX-Lmhhx96i7g8lRtwtCtY7_uzS6JlBpGI6KaUxhpBSSa-Nag98QN6CcA&s,"(161, 157, 157)"
1856,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkVR4-mD_V1_doUjZIgSWlcb1z6zZeIcYl7p8fBW-EPRj-coW1nISb0mH9zg&s,"(218, 218, 218)"
1857,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSszdOiTSwWsyz2JsNaypMPslu0qlxTdKSih_pCL-Z6EvPZftO-BlZmNkxs7A0&s,"(241, 228, 222)"
1858,reluctant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTDleQoheStmjSSeZoxGavnI0NoJJ5D-UzpQ1IBxhvUtftMZy9pV4PL37eCHw&s,"(62, 103, 202)"
1859,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_-tCpaJFO-8Y5GawgsbEFQV2bOUhTEMefxWDN5BW1fHW5ZL56AfwFgmRyUI0&s,"(147, 144, 133)"
1860,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPh6mxqK1pMWOFSi26n_wpP5dmmLdNuhoIhLFt3U49grgAawHWOd9RYkejPNA&s,"(18, 16, 16)"
1861,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIkSfgQKbJE4-3QcigIOvbsa-O96CTxP1jyI6YTVBj77Syep6yKgHbxhcI9ic&s,"(172, 133, 145)"
1862,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9gLXTlXSkW7_eyejBVEM19T5VPwB3GxHKojt5Dihfgq2PN0X1RjC-yFj6Obg&s,"(66, 60, 58)"
1863,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtmQf73v3KRTKlDE-LKk0eBehcFZS6TSYC641YegUnEIkj4TzRevEL_CV7N9w&s,"(37, 39, 44)"
1864,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlSQUbadIpCqtmPzviaNrE8zIJoRbWzxDlOhzeTdButEuy0AW-lDqiOZsUiw&s,"(126, 111, 120)"
1865,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTGYMl6tM0wpw3EQXA3ukIOSKeK3CTmX4X6fxSVVKkpF0oBFZkB6igvbhSLA&s,"(116, 111, 124)"
1866,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXmCftKefxcJNIlUFgf1vGr_KnTH7ec1rjrFE465RkJaHGYh5GiXvGp0pWFf0&s,"(94, 71, 70)"
1867,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY9f1m33wah_hZrFEC2OqL6oZGPQENgnMv_kbHi-vwhLjV69e3o9p8kt_EqCg&s,"(73, 73, 73)"
1868,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYDFdfwtjC-trr7loINa3mQx8xouM-IDbusADUvUqAisgeKRLaMAFtx1sFcUU&s,"(214, 214, 214)"
1869,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXKT8WIPr5Mka5tY8QMBVwKtJxaeVmO14jMUCjEGPwISwWSUhK6iSryYAAbQ&s,"(31, 30, 29)"
1870,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6etIufhJu_0Ah4Xu5in5d9GWvwFrK7nvQthNdjS4rRSkKXj-WTFGIyDjR8w&s,"(98, 94, 92)"
1871,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROpLdGCda7Zkj4uyE6TRgcRncdwMcnOCyJ6XZHhV8oXaH1lfRXLJvbSAZ7tw&s,"(102, 113, 138)"
1872,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCOLzNL4XcJd8jpLYI37W6TFpRcMkDCVSqRfMi_zBXijYk9dXYnQkEzzP-9g&s,"(90, 114, 110)"
1873,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDpaJJqFbAuMRrFMH03vgN6fhJv4Yp9SxjBSNFxCjkj4Jlh5LBod6ggf05XsU&s,"(44, 34, 29)"
1874,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpqQwIe7Vokxd6GBw74i_vqsogu_AHkZBlJodBkQDjINkxGuMpNFidFSxD-A&s,"(36, 51, 69)"
1875,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeoppcfwRlmYiRtCYBSxsFnmWf8uh6URNEYo6BfFiTx7ZRVM5nBLNgHlPQug&s,"(16, 16, 16)"
1876,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjE1HclFMAK8ZvhwNB71y4jEprdIi5FxnyFvNQG5YlN4wKtxpOzjV-JBpSCA&s,"(216, 186, 107)"
1877,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYsQoCpaO0kkiIUDiDrXsqbYG7ImgEhA6RceUBgHfqzJyjmt8E_P-_NhosJg&s,"(17, 17, 17)"
1878,​sorrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmOcmfom0AMkKkvglnfjS-Qrp4eu8TIOhGiaY70Tmri-l1qQr8AdHJZUOe7yE&s,"(58, 93, 111)"
1879,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS879MTwh3K5e6_Y66CHOphMCgariHgyjUNhJLPs_zxA2xDm4C-jP54A3vRGBc&s,"(194, 173, 152)"
1880,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0t0WTmYvpVGG0K5MLnwHdnOQ3M5mVX6MXok1pF2fwVPxnWpjNFwR1LGZSqQ&s,"(71, 81, 60)"
1881,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQr5RMXJn7CjvqV-ML3dxW2hBl1d4bGAbcYtgk1X1XbsAPG2yFUuYHDUNHBe-8&s,"(241, 238, 158)"
1882,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZKb4ORLw47Bid8gTofEHbO1X1T4EVSmryjWVS-8GCV6Xy2tq5S0vnJFrrEzU&s,"(38, 32, 37)"
1883,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyg0OCXLWTAHVUKfzt6TbE1VkcwOwPZQOEfPJWvAgPYXdZ4ieeCRD13RanXFo&s,"(148, 148, 144)"
1884,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1bgmBsH9Lc0d9JAj1xFr2hO3mfVUIN5k99nciT82SHqBVEap_2A8OV4uyWQ&s,"(74, 75, 72)"
1885,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfWmc99YifuxdR3pLrldONi6kbUDzaG0t1ozKTglkYTMZH-dHK-iaRw353Kg&s,"(203, 202, 204)"
1886,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0XydGkKENaF6GPWypLDv3aEDicn7oP4OhCRlUUHpIAXTy4flFI5M8zTirxQ&s,"(210, 213, 213)"
1887,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR73aj0rM0IXmxlpmg1rGGNcYoAjcvu6q_Imt9EOxU_GL0bmWYThnwfSPN62g&s,"(109, 214, 73)"
1888,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpKd_cO444C7mXpbGHgOFNsbOFHV8_cQBpZWVbzWQy1tza3ifc8udBTbhXKyU&s,"(236, 206, 205)"
1889,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmnVTXSUgXBBSL8QTRmhwxL9F5vStLCZNMSKxczpx4588DW68VA-LqPmiMKA&s,"(204, 208, 210)"
1890,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0arkk0eDNowxMqN141rjikZI1YlZYFL6SehpfZGDQHHoiLyzNhk2OfV3B45k&s,"(167, 11, 20)"
1891,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8LICjOHLlDEvyNz9ztUu760Rqv1-I4TZWSdepLNOGDhUwb_ocZvF_KHYRW4w&s,"(227, 194, 187)"
1892,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMEoayEESwR0bI9U3rPZDcVmYRacT_qYqPi2wi8XNdJL64eC4djuCpGPOn2Oc&s,"(40, 31, 21)"
1893,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEd_CF_9J3S7Ufw7tSrNB3GQ_Ncu-45Inpz_ko8HrXZX1LO-g3PMVxZeMczpI&s,"(211, 201, 190)"
1894,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJbXy7mBltj2No7h16z-qLocSqCpOnKmKlWWQ5WtTsv8aJ0eg7HHQsHMU_eOQ&s,"(133, 128, 125)"
1895,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkG3gsHKWODr8F9VKkaAbXWqKOiiswjqVSN9rktPM6eRmeqql3Va1bnA78Xg&s,"(112, 133, 108)"
1896,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkcKybFmAfMt-Jt0MPohaPD68NDSRu3qXpTb38hfY7hWjiwpOhOeZaJ8wEbg&s,"(224, 213, 222)"
1897,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtrv6PSWtHMARWuCQ8cU6UvDoWQTsupAdDKHIurC9a3RWiKOw04XXa_U3weA&s,"(233, 28, 36)"
1898,grumpiness,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJMCf_e4vEHxmztpr2hkbd4B8guFty1qUOxqIT_Uk6uPMPEZnzKug6IeiTAMY&s,"(198, 194, 194)"
1899,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdhhwdn3pICOqtaglUPCNo_FH9he8EAxt_AQ0NspFhbgjqY7GZHMBzeH4RNqQ&s,"(77, 155, 174)"
1900,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIbNqUqwi41r7X82mP3Y6kuvP7Hy9uR-ldReKKqubVeKmTSBG143aa2HPAN3E&s,"(234, 229, 220)"
1901,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0ZkYWoirIv2MaSxhrguSypIAQFkucI6i6ARPNmhekFnjJhzmT6J5H_61lEw&s,"(186, 189, 195)"
1902,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQy3fc3VrkiKiZJbixF_-vCPVyhbVW4oEe520OV5a4385W_8R3JKEknG2dd7K0&s,"(200, 203, 208)"
1903,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiVlXnkS-7Z3M19hfhQeUxniES5tOrnU19Iqe4rB_PEGrSCYVsxrv1rCFyK1A&s,"(249, 239, 231)"
1904,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1FGLpdYiDXpQdGIOeIrWE95qQNLce5BgGlDw7jFujxj_xJE45w7Tnxtc-VQ&s,"(195, 200, 199)"
1905,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEvRqr7CXFaPTXyIgqqMm7ujYxJFK6cwmPMW3iw22pa9CccGLqmrM7YH82kxQ&s,"(228, 227, 226)"
1906,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTASo0Dtu0phhdscNRbFPCHqNX9Zz0CSf_Oa_xtS-1vjySdedirCVWNQ6bykg&s,"(121, 114, 101)"
1907,nervous,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0C-iPJDQrGYhGlJUwh2CnOHJV0PU_O_Du07FQWD_D8a279UMPEL2eb1-xJ54&s,"(240, 214, 204)"
