,Emotion,URLs,color
4098,hope,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMxhJ6S28ERbv-utd16mot-eiQoOezxyQVLRNSbpPgM_5tGS-kocTiqQsa6Gw&s,"(116, 128, 144)"
4099,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSih0CptLey_cBLEZFJHr36fb0uot0lAR1-EtUahof-_IwCD0dmHWiV_KHtZrI&s,"(224, 224, 224)"
4100,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQp6qmB2FeqOI-SGNOx60rtosK91AOxte8eCMEJYdmeorewx0-3e8sgPCzhdQ&s,"(230, 227, 200)"
4101,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXPQwMHW-IVVXaTeubjQmWdYlXgKRyyDd6yT0iHCUIGeM9C9RLGRLVezN2VPk&s,"(228, 128, 56)"
4102,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGf8rsFBzi-oceWPHLDImuQju-dsJ-KpRHB_RC2F8IoVnvNEu3iAfC2e1Baw&s,"(177, 163, 136)"
4103,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTogJELAew4fpKrYuAx2aFC0NnLyE1v2GAh8DykD6u6C_GFMK-ZM0L5cLp27l4&s,"(244, 244, 244)"
4104,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvLEQHWAXZbABRMnWJHcoavhOKYqrZRjOPIc4n_wm_VcSQvls02wBJXeeijA&s,"(163, 163, 163)"
4105,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNuoIskTjvWchoYz_ZRMAOJLc0Jf6Wm08UfkVjOWsPdDlXqCJI3AtywQ3_Ug&s,"(201, 201, 201)"
4106,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLAw2CENridlA952JSMN8SW5z8r7VfIREoDe3Ev-EBkjpvWLDQia1yQwmoPUo&s,"(196, 192, 142)"
4107,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmMpAlAKEMaL_7tUuwvMXKyuSpu9Pqie4AtlJOqKN4jYGpR_dWMB6OzDYZkg&s,"(231, 231, 231)"
4108,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS84xmbYSwljp-lqM5-YmllpAsmGx3PD__NFyEgxIT5qWwZUyMUyMcrxvul_Q&s,"(12, 12, 12)"
4109,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbh19xxA_IGLfNiMsLpTQR9b7Xl2D5TAQfSIGLevBpFHrXMaDL02yKKwol8Q&s,"(37, 37, 37)"
4110,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdPUUCmG8JXS5lVN_8eap2DwouGWzCxydiJvjCh2qr9ZLP1hf-3PkfiPt9dw&s,"(25, 83, 80)"
4111,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSht7Z6xn8GmkriX3O1A95qLUTZPR1CG8BCUJPXuqaPaIlmhW55J45vj4s3GgU&s,"(221, 221, 221)"
4112,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCZlG68IXuaZvbgjPPFJ8sDIqGZBwJtM_1v0LFhbuiptWvIT1etWw0GVXfJg&s,"(150, 150, 150)"
4113,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_ZHG_jGPubINSZdfedwrjIk2E2LtnenQwXAxjtwHovEeejUNML86Q28fgj4k&s,"(38, 13, 13)"
4114,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxWLXx3coCQcUSIok2LG8HxKURjHVPIN4U84CCfS_RTa1BMCQmuLjil1XenA4&s,"(26, 23, 21)"
4115,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2HWvTnZ-9iSXzeWNQpKiv0R-2ADr34BrixIwhqS7hjJmelmVfOS6cmUZ4xgw&s,"(160, 152, 123)"
4116,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT41n65HhdwtBkqcuHffeTIVnjfpu4ZLpCvO3mHWmrncy2TRTHn_jlPbtguaHk&s,"(33, 35, 16)"
4117,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7oxQ0494jkvJYoqAg7RVTbTKQQ1SnHfMr24YhFdCUPFgTUwLKpv07kL8cWQ&s,"(28, 32, 15)"
4118,spite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuOSQ4iktN920gV8596eJKN4LPs7hv1J0rHwJEErlDmhV4avXt65zN8cRQOCY&s,"(179, 179, 179)"
4119,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWe8Eykf4Fd9nmyzaV6I594_0WtodLUJJp4cA_eUTYdikAw6GnA2yNzfQGCg&s,"(226, 225, 218)"
4120,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOrjqmcHF8L-MnLfnYd1uejychTkLkjgMsQgvWtTVsrFFIwaiSiq8aN1b4wg&s,"(205, 205, 205)"
4121,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_qSdYK2eyrsA8riFbo-Aral31xOO_tGZIISW2LXRIMQO7xgSJkJU_7VKXKg&s,"(227, 215, 197)"
4122,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5hPNS5UMjNzr4vIVYdh2dayKssLkSpmd_RTPZ6vEZ_27xbQfvacDp-EQvmw&s,"(27, 27, 27)"
4123,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFFQUi4yfA60VZQnY3Lfj5HhKhZOsKE8cvZoXcGuwF4jtk0-tDRM0SuWFBbw&s,"(203, 203, 203)"
4124,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVQe9qhu7xGPypXByoZP3iF_KtAU2A4Dq8Puz3ryJ_pANXWD3du407TWKBJEI&s,"(209, 206, 193)"
4125,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSReI-Aac9GN1-ILMt4Fdmu2XGHTy96_IfS4Yzz5mKF1UsJnpnsDTstbCfbGQ&s,"(197, 197, 197)"
4126,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOYQNLerPksOfNDFoINgLykocRdpSwChtrrGFfFsYcyqFZxkvGDi6txyoUnpM&s,"(71, 71, 66)"
4127,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3M5aUwsfbtIVAgX-r_5zG1tLmChYiDMaSLYqL33DCOoSIGSFFtVci-yj2yw&s,"(211, 181, 138)"
4128,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvGbrl4RcYzCCRTUqt6T1NbEbAvHQ-EM9nBzlUBC8EnbK8I8BIjRTq15RnRW8&s,"(229, 229, 229)"
4129,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGVKckZTTG-WnjAtEAsJduDkPAZArJ6mu3yzdpgh6g3Uv_Wx0Fwz97dde8aw&s,"(213, 205, 202)"
4130,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYReTlNpu3vmEwOW-DDxWGC1p_29JcaZ0IeVECvskd_nx9c-Vd2Uj_Xxfs0g&s,"(30, 30, 30)"
4131,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9V1dGbu1YnZZHOnA8ul7Z4sqIZm0jvoIM4Zj_-xbllx6bCC-YvJ0gvpUajqQ&s,"(234, 218, 215)"
4132,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPbbtQersnLmP-ZaSf4L-PWbbkRZ2ERwRydMx4N50qtPgRiJdwLBQVNXaeog&s,"(155, 136, 105)"
4133,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVd1cP8-1--LucQdUCh_xlBSH1KhtIHpdP9WQY2Yd7_jS0Vl9LbuxOXpe_K3s&s,"(8, 7, 7)"
4134,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf-fjUYjB9c5IfO8nswBh8pcuhzORg6xCMIqWLR5QnGeRBtdVipjkGaxtk4Q&s,"(210, 205, 209)"
4135,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYtVYw79iu3shm_tRMPfTevLd0p-VVBXPi-OTQzduuvXVZEwF3dogqUBmBlFs&s,"(217, 210, 205)"
4136,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsg-J_AeUvl_7a_eE-wI8-oA83dC8rYKYzwZe28w1miQAWFTBn0YcgJirduXA&s,"(251, 195, 5)"
4137,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSn2fknSRFhKlMLj5VOVM_4figpwtEo5rbsXOmKQy3J8-jaTLFFxOXQ0cOLuw&s,"(35, 98, 229)"
4138,indifference,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeEivoXysdSmjxg8QO7pYDFERH5sisO7C_gcE7TO37Z1kd47x5fAnzOHexWA&s,"(194, 194, 194)"
4139,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWePdtHyuaxvdBuftu2YRxFKr-Out4OgGC4MDFLoR409jS9dj3MuoT3YXYQA&s,"(201, 225, 200)"
4140,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQimDSHngtRzrWIQm7eRBfJNBrvnj6v8Cge58uZYeZDpsQQPcEheYbhmKcUjQ&s,"(231, 238, 241)"
4141,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcQI2cmdR93jjFNjLUGftvKIZiqzCWICNT_2d5-oBwL6aDN0A4PZONOjp7aA&s,"(206, 188, 182)"
4142,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4dDEN87SBZS2oCUIDU-EFxNdm904B4DNRMZPgV4XVx_LAGxkWzPoYkILN2w&s,"(189, 196, 200)"
4143,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8PXW9XfAiLm5tgDs9lcXhlOuQzMou8e4dpG4I0_w8_kTkzis15rfpCyuCMg&s,"(203, 202, 193)"
4144,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQjI6RDO8htCUC3QKZLKaRVORvwGpXpFsvZgvFPF3zmtxqjXRmfArCVth_3vM&s,"(223, 238, 240)"
4145,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8VHgL85eGVZxtyXGfnrSsUqVsoYQe966mERQ1-o2aWIFV5fje7CpRuaomrFc&s,"(128, 117, 122)"
4146,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAhupz_SpXIPelhGXpMQ3Y7cSpXhHoX3VFe2BDNHI9LDBgaxxtpG5TbTLNCVM&s,"(139, 217, 240)"
4147,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2dJ71xjHPynD-plZlkoZCY0ZKrRh3o68m1SO9yl5meOUpFnBX-Fnxx2CGqA&s,"(87, 175, 193)"
4148,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlHYQMWgyk2ui04iLozjolpxcSj-0F1K-8UMNhthPvgn6IwGnqIG2ohmRLbg&s,"(149, 150, 152)"
4149,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYdyDOWmeeK6PAs7fd6Fd4pMe5Y5KNgm_zBdLPK3w7ZqmGOh5nHDF8o1eOe84&s,"(207, 231, 200)"
4150,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxfj0Zf-pYa5bW0N8Ps9FzUge1hW_ZPZOfa6hyj8vBiZaqtpbOMGATVMzlmA&s,"(227, 214, 203)"
4151,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSao-MwEVlP0eoAOoEwks6R3WG0m7nQeF1qBBwUNRqDiySNt-2Mhw6oMjhxu8M&s,"(199, 206, 210)"
4152,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSe-LsAeSfasbRuxz2B_jfZgnV4l4-zse5eF6wvCmeQnYimFftvaGu9XPHD2Q&s,"(225, 209, 208)"
4153,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkepwCbTXd8CiTt3uxIrbmhULhJb-BduTdiB600E--FkJOINyZgOpCqmDVUA&s,"(52, 52, 52)"
4154,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKyBYSR3QUUn0dWEmk7sdlQpz9unJTxalzxxXKicJy7i4j3YtYNpFww9SuOA&s,"(247, 249, 158)"
4155,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKTuEHOBsrLk2iIYsh9AhqPfAIQGOgaGFcq3aEooYV6evfForgAaUrPGXCsQ&s,"(71, 68, 70)"
4156,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTScGckwVcbk2hlJwjaNygrmJ5hUJXwoCDX5iuXzWweP_Z9IE-IlJ5Al9ZMew&s,"(239, 235, 231)"
4157,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXie3HbECocbX6lYLbIMDncSwy0jc4u2U-rVmUSCFIEkbGhrGuJOO4kwgr5g&s,"(225, 224, 227)"
4158,confident,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIoXRs__kg0UTygabPtgRLK4I1ZIDCdakRF1S0jZeahTsfeHXLBdzE9wb2kyQ&s,"(219, 215, 212)"
4159,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScYOxLPn68ly54CcsIaUDTBKqBeoBL4cc47tE5f5jpNSVAqlCHBayrotI2dSk&s,"(42, 50, 76)"
4160,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCI5j22ub4-sf_smVJDd70EJRNf_xrun6hhZaR7ds84Fi03xMXoE7ZC7K6tQ&s,"(214, 168, 146)"
4161,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGMRVABfxYUVK_Oi27-dVLLj5i9CdIruG-dklLpVKJcO67FRyNKdXDjOMACYw&s,"(103, 61, 48)"
4162,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAh1jOZuTfaYS5rNytv48YAae_zHKiktD6zaljd0_RdqDwbWpHoOXA9IiMcg&s,"(171, 149, 135)"
4163,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2Itf7KSNya8DbxUDAjbW9bg4A5Tac_2JWLoSWcjTOwtEaR6gQRM4GU5cCOw&s,"(45, 45, 56)"
4164,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbn58E34hfLK2lTsehHHjG8Sio8iPIrTueMyspSv7kjjUqZizWINVeZmJ5EQQ&s,"(180, 121, 81)"
4165,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-36eOfcShkwVfkl4C06NH9_LcU-iszjXOM-Zs4ktQyd5Z45eDS1pT3yJ55Q&s,"(102, 95, 85)"
4166,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOAIOkCF_LHaSzWXyQlRahHWc8jISNUULZuw9qRIhwA-SWNFJRW-Dsk2_SuhM&s,"(79, 49, 47)"
4167,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJlo0H8YAj_LnZo_O1dB6eor--ftutjJ3ucrTiK5yr1b0oidNumOn0zeusBlg&s,"(57, 62, 67)"
4168,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAUkscWF_yDzj3LQVXvGuktEIBjWRLpnB7xpTtXFpwI45Y6sDodbO8wVp2DQ&s,"(112, 71, 62)"
4169,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIQHkTelcoFxh8y-2lFUlau02gW5U-5Ji3TCWCA-VwdHf3LPM7eUhytHlLPOw&s,"(28, 20, 15)"
4170,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrBRw8a4xq9rSO75MX5tb0nlRoBfQCjJEeus-K4A-4ZtVBZwGcx7MFB_Q64LQ&s,"(34, 32, 33)"
4171,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZJfrJeXlMPZH2m0xsFU3ctkNRFBDrbWf1-U54M5ZzcUUC-KWknycoDs4txg&s,"(106, 95, 94)"
4172,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiLLjtkq9LH4Aj-KNuSr2xBWGCBv-ylzQQSVd63eBU_94KYCZfUqwvB3l8C0M&s,"(33, 19, 75)"
4173,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh-rwiPgJhq7XCAqcj374J3DUwCR5XuM1WcvAuJTQ0O1-ybmoVFPCvJP3-Y34&s,"(20, 20, 13)"
4174,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5k091xYXrenBW86gIyE3qoMPAf-gR8vH5ytdT5erxdJSm996KQ2B3yWXuAg&s,"(35, 32, 27)"
4175,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlpKoS7Y2Otlx_m_ZvRdetynYjWS6DzxsEl4f0X8WXniEMxkAl8CoS3L081w&s,"(55, 50, 52)"
4176,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP_PdMs4OB9oZg5x7jTO227vxi4QZ5jMsKwlNP-V13h6Hn-A_CGqZfualAdg&s,"(118, 123, 139)"
4177,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM-l57T4ZWV2Gy542Jy91bIwjXPF092yndO2zlTgWUanq_eYdPIeJEZVyab1E&s,"(59, 56, 47)"
4178,euphoria,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9I1Q-iiGBoYeoQWiQq1WojQNIO2WPsdhwvNoK4k5oqYVM1OsMbxd6z4EbdA&s,"(62, 70, 72)"
4179,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToqRbgMyk7bLLK72VXM3d7RJPtlN3uZULNRhWwCXN2o92iHHcTelIbkz4R544&s,"(61, 53, 77)"
4180,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHhFx8tSgP9FMGlaFswQNAaHtCAj5zwNrKUGe0yd2Jp36nrhfcNrRtOd1Njg&s,"(199, 196, 202)"
4181,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRki-vSg0PcPL5TSQrgeVC5aBut56n6hsgjTOgaGY4Fkb6q_1rAwI73mG9gZ98&s,"(53, 53, 53)"
4182,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGKSK9-f5cuM1y-z-nKSeQG8H1YQ1kabj01fHmjmzKSH6B9YeDsLaHCWAlZac&s,"(250, 242, 227)"
4183,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuU6TnzpDB5bC2ZiFZ6QR5V3226kcDWD6I5JqxvvlpWr0sxqyvyKpVpctTyJI&s,"(229, 200, 151)"
4184,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4_9SoKl1V1aux-KcEorV3Gsm1xst_MBm0D2vRI3IIgLde6kxJqjxpEP5_M4U&s,"(202, 202, 202)"
4185,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhx5nvGTDGgaMVmBaHlgpnw92YZjvlrPiw5YYBKiSoT3pTeuQhIlGQkso7qQ&s,"(156, 144, 130)"
4186,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeCt3dhRY4wl94Kyzr0UasY5DjEXqUIO4xp2w3keVoi-osu35xb-phCm0pOw&s,"(56, 71, 75)"
4187,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYEMeF2UKCuMO40Ag_qHq_E8cNWE7ZKx0aIK_LWfhk8WtVlu2WG7X-6wI1xA&s,"(16, 11, 12)"
4188,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF73fNxrFntIzEhCdSG2X5I5P9wPL4cG9ZYDria1Kxb7G3MTSRO2-MO33uX98&s,"(31, 35, 35)"
4189,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3dei11gOGjppQweTLAYVIRrTLXhrE2wk8QA3rVSxn4qPp53omfTvug6LvKg&s,"(39, 35, 36)"
4190,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLdhzRT0Fg1BA2-M6oePMjXMBgdoa-CzpeSkI-ezxdfy_mV93uFGYQIuY-gA&s,"(123, 154, 201)"
4191,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzYACVDyUkTyBcVxjwf8H94ahBVfFj5ZB4Tc9PaWXAY2iITCRJxwpsf1Pd2w&s,"(240, 224, 207)"
4192,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROXRDtYc-VfpsM0qhNVsvBD08Jp3ZqfrTq97KlcxQZEbIL8uRGhk3W8qaxqA&s,"(171, 151, 140)"
4193,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSS_a1bqscdqeaOhZzrepR-GG5-5V_3k_PUBF8_AvVWixirmE9SHyflOoF37cA&s,"(224, 223, 230)"
4194,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROnos3V9QH20ccQdq9uWA1ytUyZrQk6KGuI9pvjDSLS3CrJbwYjjgJVrk_910&s,"(213, 213, 212)"
4195,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWqWCnMk-8cSBh3Rb4ihK0IpCeSERe23XP9tIv2fGrzdDlIaOac6ONW4BUcz4&s,"(52, 115, 179)"
4196,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZYHlhZcDkz_FDllN3nINqW1tJfKtMUcLnVENIFi6U4tYwd-RknDu7ic__&s,"(5, 5, 5)"
4197,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg98cgWrVDnlOWxt-K9SpgV1G9zUov5jIUhlGRm7NeX7InxIyZGw_WDSHq_Q&s,"(12, 12, 12)"
4198,regret,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSstRJ9Wis9yCnPsDSTDskT2oPMTOsUSgz-VUx2GFtrFUeGQXMDjF5FYXG6zR8&s,"(145, 166, 158)"
4199,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr5iIvca8I5bH8GKFohhEYZ2hIP2t47udp9FioniA-0232rwPj0LsdAtk3Qg&s,"(234, 187, 74)"
4200,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8PLziPMh8yh8Y1M490CepVxJiPv0Ccn_bgrpIvIXml3NOqRT0pJt8tqBYSw&s,"(243, 195, 12)"
4201,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaAsgcSOvsHDOeYXreZbya0LoQVf8qVX2lJJDmFl6lUUmSw2XkFJvmKsFykw&s,"(132, 194, 211)"
4202,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA0HUC-hfVY_telbOO_ZDPN4iGGkJCSvwEU5ZTD9v_Q3P6yVbx01zuYZ0iyw&s,"(231, 206, 178)"
4203,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwuUwwPng6_cJfVtyZb3x1gbriWTtA4USNLgKk4zT7oDrayctPZWZtO3axrA&s,"(141, 107, 87)"
4204,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlD1OhQCYcvNoMpd_wAXqMlLwgFgLyUYt4IPS8Qqt0Vj69YJuLqh5EswAZbuY&s,"(233, 213, 36)"
4205,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYNbF-fGjNQWutUcoEDbGMVe1kOoc88P-nilEuDDY9jky6uLMjsYywuHTmiAA&s,"(226, 224, 218)"
4206,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjazFO_nnDFBCyqeMCKFtRsZpFy-FNtFxBUfNj8fVp8Dz1HA-S5LdRsXaoSw&s,"(61, 73, 88)"
4207,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7iSNMsroGBH69FxFXdmngKPOGoSq2g-83OHtPhgmjmpFbSh9rAXYgNYl3EQ&s,"(191, 179, 162)"
4208,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTCLE8-TsT-FZfsjv7XqlymEJGbuDs1vQwcpqXE__vQGlvfA9-IYDhkkS5FQ&s,"(51, 94, 148)"
4209,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdxrbKsf5D4f35mT-BAqDN8LEy3XYuNzV4nWn-BByJlK6kKrJ9vY6R5PFaZwc&s,"(122, 93, 67)"
4210,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQD74sHSnScYKkrxv9rY54-LjScc91txe6DZ6vJZVfY-1dVSl173gsLfi1AWA&s,"(250, 167, 11)"
4211,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3-7O7ID2Ti6cXnSxYYBmFZHvdGdwRZK8n3ZUmXc15-0w2S--SO7ogrTB5jQ&s,"(18, 204, 238)"
4212,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFo5u1Cc-60HFqlD25ScotcsWCffa_XRPHYAxjI9HPmhlWQglv30zCA3Ryzg&s,"(221, 212, 48)"
4213,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRismbRCvyxmmS3Ut1Jxpg1WE-RjfaI3vJt_McfwxGx6vlnvUGBMJngb70F-Q&s,"(12, 111, 182)"
4214,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3blajfd0V2CdFLQAVkDiVrHZa8GW1w5ONxJvYP60TmxSUnlYIKKi0RgLWcg&s,"(209, 178, 148)"
4215,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGCOwsYf5k-fwSAR-pnX_SWczUfyVjA_8W_6P3LnrGvgZ_oDxKmDCX1OlvbAA&s,"(7, 97, 172)"
4216,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxC-b0NA9EkCQQ7Ulo7uBFFi6cUUBOwAu6760g76UFHnOzLjsZc4CSXpeHlkc&s,"(138, 131, 109)"
4217,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9AgdrP6_7kLosU_MA3f-Hu3IFI8saiRKS3VS5Idaou3biRVD7Ri-HtaP4RQ&s,"(251, 251, 4)"
4218,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-3KnxeKMgk9oQrvYNLaGM4fimCLdvcsA9I5PkwUgkXaqtY_2UaNU7HFKsRQ8&s,"(244, 221, 54)"
4219,elation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTi4B6jxgZ6zBfYlCULeOW26Q5OHIzVQ7elfzCQWMplqqlf6eTipt0hcnkCEg&s,"(28, 123, 171)"
4220,elation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7KLtFK3QpaWtNeQ63m0cq-vHtFEvZfLwkNEbYZHZ2DHGOKQt3lIEo2pKYYw&s,"(33, 91, 119)"
4221,elation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8dqYKo5O6xEchnHGp-J-5L6cHWnr0s0TAu7MOeWRSI34bdENlWnn8nfmO5wc&s,"(145, 159, 177)"
